CTA BANCARIA;SALDO TRANSPORTE;DATA;No.LANCTO;No.DOCTO;TIPO MOVTO;DEBITO;CREDITO;FAVORECIDO;HISTORICO;SALDO;CTA ORCTO;VALOR;UNIDADE
22.768-61                     ;  103.007,63;14/03/2013;000084;10;debito bancario          ;      715,20;            ;BANCO FIAT S.A.                                        ;REF. a NF 251644                                                                                                        ;   69.019,05;000073 Imob. Veiculos                                    ;      500,64;002;São José
;;;;;;;;;;;000073 Imob. Veiculos                                    ;      214,56;002;São José
22.768-61                     ;  103.007,63;14/03/2013;000085;10;debito bancario          ;    1.715,87;            ;CENTRO DE QUALIDADE ANALITICA                          ;REF. a NF 7665                                                                                                          ;   67.303,18;000039 Serviço Contratado PJ                             ;    1.715,87;002;São José
22.768-61                     ;  103.007,63;14/03/2013;000086;10;debito bancario          ;    1.727,69;            ;CENTRO DE QUALIDADE ANALITICA                          ;REF. a NF 7664                                                                                                          ;   65.575,49;000039 Serviço Contratado PJ                             ;    1.727,69;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000087;10;debito bancario          ;    1.392,00;            ;SUPERMED COM E IMP PROD MED E HOSPITALAR LTDA          ;REF. a NF 24687                                                                                                         ;   64.183,49;000047 Estoque Hemo                                      ;    1.392,00;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000088;10;debito bancario          ;      450,00;            ;CIRURGICA SÃO JOSÉ LTDA.                               ;REF. a NF 29065                                                                                                         ;   63.733,49;000047 Estoque Hemo                                      ;      450,00;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000089;10;debito bancario          ;      680,00;            ;T.F. FERRERA MEDIC ESPECIALIZADO                       ;REF. a NF 91                                                                                                            ;   63.053,49;000047 Estoque Hemo                                      ;      680,00;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000090;10;debito bancario          ;      362,90;            ;N.A. PEREIRA FILHO E COMPANHIA LTDA ME                 ;REF. a NF 308                                                                                                           ;   62.690,59;000021 Manutenção Equip. (Corretiva)                     ;      362,90;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000091;10;debito bancario          ;      140,61;            ;COREVAL COM. MAT. ELETRICO                             ;REF. a NF 36555                                                                                                         ;   62.549,98;000020 Manutenção Predial                                ;      140,61;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000092;10;debito bancario          ;    3.920,00;            ;CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA           ;REF. a NF 26643                                                                                                         ;   58.629,98;000051 Estoque Hemo - MEDICAMENTOS                       ;    3.920,00;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000093;10;debito bancario          ;      796,70;            ;MACROMED C.M. MED. HOSP. LTDA                          ;REF. a NF 213014                                                                                                        ;   57.833,28;000047 Estoque Hemo                                      ;      796,70;001;Taubaté
22.768-61                     ;  103.007,63;14/03/2013;000094;10;debito bancario          ;   26.531,78;            ;FBV ALUGUEL                                            ;REF. a NF 1403                                                                                                          ;   31.301,50;000111 Alugueis (Tté e SJC)                              ;      159,19;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      663,29;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      390,02;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;       15,92;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      151,23;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;   15.361,90;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      981,68;002;São José
;;;;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    8.808,55;002;São José
22.768-61                     ;  103.007,63;14/03/2013;000095;10;debito bancario          ;       77,90;            ;EXLOG  DISTRIBUIÇÃO LTDA                               ;REF. a NF 1403                                                                                                          ;   31.223,60;000115 Frete e Trasnporte                                ;       77,90;001;Taubaté
