CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00021 Manutenção Equip. (Corretiva)                     ;20943   ;003;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/02/2013;        2,16;001007 Laboratorio Externo                               ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;20943   ;003;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/02/2013;       60,55;002001 Hemodialise                                       ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;20943   ;003;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/02/2013;       29,54;003001 Administracao                                     ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;20943   ;003;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/02/2013;       19,60;004001 Consultorio                                       ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        0,73;000012 Dialise Peritonial - DPA                          ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        3,04;000016 Farmacia - PRODUÇÃO                               ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        1,79;001001 Laboratorio Hemo                                  ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        0,08;001006 Laboratorio DPA                                   ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        0,69;001007 Laboratorio Externo                               ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;       70,44;002001 Hemodialise                                       ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;        4,50;003001 Administracao                                     ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;20/03/2013;20/03/2013;       40,39;004001 Consultorio                                       ;002 São José
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;        8,28;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;       15,18;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;       69,00;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;       15,18;000015 Procedimento Cirurgicos                           ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;      135,24;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;       77,56;001001 Laboratorio Hemo                                  ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;        4,14;001006 Laboratorio DPA                                   ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;       20,42;001007 Laboratorio Externo                               ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;      571,32;002001 Hemodialise                                       ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;      278,76;003001 Administracao                                     ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;28/03/2013;27/03/2013;      184,92;004001 Consultorio                                       ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21629   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;30/03/2013;10/04/2013;    2.602,89;002001 Hemodialise                                       ;001 Taubaté
00021 Manutenção Equip. (Corretiva)                     ;21629   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;30/03/2013;10/04/2013;    1.464,12;002001 Hemodialise                                       ;002 São José
00024 Material de uso e consumo                         ;21599   ;001;08510945000165       SILVANA DO PRADO SOUZA ME                    ;06/03/2013;07/03/2013;      190,00;002001 Hemodialise                                       ;001 Taubaté
00024 Material de uso e consumo                         ;21446   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;11/03/2013;11/03/2013;    1.911,00;002001 Hemodialise                                       ;001 Taubaté
00024 Material de uso e consumo                         ;21393   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;12/03/2013;12/03/2013;      188,10;002001 Hemodialise                                       ;002 São José
00024 Material de uso e consumo                         ;21394   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;12/03/2013;12/03/2013;      700,00;002001 Hemodialise                                       ;002 São José
00024 Material de uso e consumo                         ;21507   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;18/03/2013;18/03/2013;       43,38;002001 Hemodialise                                       ;001 Taubaté
00024 Material de uso e consumo                         ;21645   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;20/03/2013;20/03/2013;      477,16;002001 Hemodialise                                       ;001 Taubaté
00024 Material de uso e consumo                         ;21607   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;21/03/2013;21/03/2013;    1.110,00;002001 Hemodialise                                       ;001 Taubaté
00024 Material de uso e consumo                         ;21517   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;25/03/2013;25/03/2013;      700,00;002001 Hemodialise                                       ;002 São José
00024 Material de uso e consumo                         ;21515   ;001;49.351.786/0001-80   BAXTER HOSPITALAR LTDA                       ;28/03/2013;10/04/2013;   12.651,17;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00024 Material de uso e consumo                         ;21515   ;001;49.351.786/0001-80   BAXTER HOSPITALAR LTDA                       ;28/03/2013;10/04/2013;    1.405,69;000012 Dialise Peritonial - DPA                          ;002 São José
00024 Material de uso e consumo                         ;21516   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;28/03/2013;11/04/2013;   92.728,50;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00027 Publicidade e Propaganda                          ;21428   ;001;158                  ASSOCIAÇÃO PAULISTA DE MEDICINA - REGIONAL SJ;01/03/2013;07/03/2013;      450,00;002001 Hemodialise                                       ;002 São José
00027 Publicidade e Propaganda                          ;21435   ;001;04.788.237/0001-30   WM & V8 COMERCIO LTDA                        ;15/03/2013;15/03/2013;      750,00;002001 Hemodialise                                       ;002 São José
00028 Sindicatos                                        ;21591   ;001;60890928000110       SIND EMPREG ESTAB SERV SAUDE SP              ;10/03/2013;11/03/2013;      158,71;002001 Hemodialise                                       ;002 São José
00028 Sindicatos                                        ;21784   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;28/03/2013;28/03/2013;      130,00;002001 Hemodialise                                       ;001 Taubaté
00028 Sindicatos                                        ;21785   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;28/03/2013;28/03/2013;    8.320,66;002001 Hemodialise                                       ;001 Taubaté
00028 Sindicatos                                        ;21673   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;31/03/2013;28/03/2013;      120,00;002001 Hemodialise                                       ;001 Taubaté
00028 Sindicatos                                        ;21674   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;31/03/2013;28/03/2013;       10,00;002001 Hemodialise                                       ;001 Taubaté
00028 Sindicatos                                        ;21769   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;31/03/2013;28/03/2013;       10,00;002001 Hemodialise                                       ;001 Taubaté
00030 Emprestimo Bancario                               ;16356   ;017;5555555555555        BANCO SANTANDER (BRASIL)                     ;15/03/2013;03/04/2013;    1.020,59;000012 Dialise Peritonial - DPA                          ;001 Taubaté
